0.24 0.66 1.04 1.2217304763960306 -1 -1 -1
0.24 0.05 0.65 2.792526803190927 1 0.5666167951219654 0.7292909064855596
0.26 0.01 0.85 2.617993877991494 1 0.7729262642048402 0.9241395172079641
0.23 0.52 1.01 2.617993877991494 1 0.8881091765941953 1.1263308218323949
0.32 0.45 0.98 1.9198621771937623 1 0.876198940594015 1.0787679922633393
0.35 0.34 1.07 1.2217304763960306 1 0.9793423035918487 1.1369206219176398
0.22 0.5 1.13 0.6981317007977318 1 1.016448079322032 1.239029845962027
0.36 0.75 0.77 0.17453292519943295 -1 -1 -1
0.34 0.75 1.33 2.0943951023931953 -1 -1 -1
0.36 0.65 0.91 1.0471975511965976 -1 -1 -1
0.31 0.48 0.75 1.3962634015954636 -1 -1 -1
0.46 0.21 1.15 1.3962634015954636 1 1.0826311091926382 1.214583026123978
0.48 0.17 1.27 1.0471975511965976 1 1.2078281860893285 1.3302207549731841
0.33 0.66 1.49 1.9198621771937623 -1 -1 -1
0.22 0.77 0.62 1.0471975511965976 -1 -1 -1
0.21 0.2 1.0 0.6981317007977318 1 0.9043968454721738 1.0944438592109071
0.49 0.12 0.8 0.5235987755982988 1 0.7398226376653022 0.8566899726846111
0.33 0.37 0.93 0.17453292519943295 1 0.832321580355172 1.0214944747857948
0.24 0.79 0.8 1.7453292519943295 -1 -1 -1
0.49 0.45 1.04 0.3490658503988659 -1 -1 -1
0.34 0.08 0.82 2.9670597283903604 1 0.7447190362400296 0.891226745166553
0.34 0.29 0.54 1.9198621771937623 1 0.4506334717786777 0.624532179437018
0.36 0.79 0.92 1.2217304763960306 -1 -1 -1
0.36 0.25 0.86 2.792526803190927 1 0.7767657593045526 0.9390412574767266
0.48 0.36 1.47 2.0943951023931953 -1 -1 -1
0.21 0.18 1.25 1.5707963267948966 1 1.1559652420762299 1.3426296435233127
0.41 0.49 1.45 0.5235987755982988 -1 -1 -1
0.23 0.44 1.09 1.9198621771937623 1 0.977461334981693 1.198713541386955
0.38 0.18 1.21 2.0943951023931953 1 1.135294847155829 1.2830366576309467
0.22 0.6 0.62 2.2689280275926285 -1 -1 -1
0.35 0.68 0.7 1.2217304763960306 -1 -1 -1
0.47 0.43 0.53 0.6981317007977318 -1 -1 -1
